epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
66,6991.51,1.09176,1.63678,1.07252,0.00311,1.30418,0.73257,0.58164,0.65132,0.45821,0.73241,0.57002,0.63964,0.41712,1.08577,1.90706,1.19801,0.00423,0,0.000445625,0.000445625,0.000445625
67,7094.37,1.03877,1.58557,1.0308,0.00296,1.25044,0.62593,0.60478,0.63341,0.45298,0.61905,0.60015,0.6241,0.40415,1.0579,1.85875,1.18633,0.00411,0,0.00043325,0.00043325,0.00043325
68,7196.46,1.04841,1.53357,1.0274,0.003,1.22569,0.63946,0.6048,0.65434,0.47225,0.6441,0.60636,0.6545,0.43439,1.06784,1.84153,1.1911,0.00419,0,0.000420875,0.000420875,0.000420875
69,7300.6,1.02972,1.54744,0.9992,0.00288,1.32135,0.59973,0.62505,0.639,0.45711,0.59739,0.613,0.62783,0.42013,1.09073,1.89591,1.20719,0.00428,0,0.0004085,0.0004085,0.0004085
70,7403.5,1.05566,1.56853,1.01909,0.00299,1.25535,0.63899,0.61844,0.65505,0.46399,0.61309,0.62511,0.63925,0.42384,1.07499,1.90854,1.22348,0.00423,0,0.000396125,0.000396125,0.000396125
71,7504.83,1.08582,1.61308,1.02822,0.00294,1.27204,0.56221,0.67063,0.6492,0.46797,0.56779,0.64904,0.63547,0.4199,1.0675,1.90345,1.20724,0.00422,0,0.00038375,0.00038375,0.00038375
72,7607.16,1.06618,1.55798,0.99347,0.003,1.26631,0.75693,0.53857,0.64426,0.45616,0.56246,0.63591,0.63616,0.41554,1.06935,1.89238,1.1901,0.0042,0,0.000371375,0.000371375,0.000371375
73,7709.87,1.0451,1.50994,0.98428,0.00298,1.20548,0.63412,0.59543,0.64838,0.45356,0.64245,0.59447,0.63797,0.41617,1.08451,1.91475,1.13341,0.00424,0,0.000359,0.000359,0.000359
74,7813.68,1.03057,1.4921,0.96995,0.00275,1.26967,0.60728,0.64377,0.65966,0.4615,0.60582,0.63804,0.64363,0.42262,1.09051,1.91184,1.23852,0.00427,0,0.000346625,0.000346625,0.000346625
75,7916.77,1.02841,1.48451,0.98589,0.00289,1.20793,0.63442,0.62954,0.67931,0.47936,0.69584,0.60291,0.66024,0.43578,1.05732,1.92276,1.18534,0.00414,0,0.00033425,0.00033425,0.00033425
