epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
37,4484.26,0.98846,1.57037,1.07726,0.00277,0.9403,0.61304,0.38975,0.39897,0.25723,0.60483,0.38784,0.38591,0.23226,0.96121,1.78558,1.12574,0.00381,0,0.000494928,0.000494928,0.000494928
38,4601.73,1.02555,1.59378,1.05262,0.00295,0.9263,0.54951,0.41264,0.41168,0.26338,0.54405,0.39345,0.39987,0.23386,0.98508,1.83067,1.2218,0.00399,0,0.000487315,0.000487315,0.000487315
39,4718.87,0.98401,1.57456,1.06129,0.00277,0.95686,0.51628,0.46448,0.43289,0.26513,0.5239,0.45092,0.42996,0.23778,0.96148,1.78779,1.19158,0.00379,0,0.000479702,0.000479702,0.000479702
40,4836.63,0.97405,1.54597,1.0671,0.00274,0.96425,0.5927,0.37506,0.37827,0.24581,0.57981,0.36479,0.37219,0.21648,0.97647,1.83149,1.13923,0.00396,0,0.000472089,0.000472089,0.000472089
41,4954,0.97957,1.54433,1.01617,0.0028,0.93646,0.6259,0.38203,0.39339,0.25118,0.61949,0.37339,0.39111,0.22812,0.98126,1.78346,1.15996,0.0039,0,0.000464476,0.000464476,0.000464476
42,5070.52,0.97474,1.53079,1.03693,0.0027,0.9006,0.51953,0.34721,0.37332,0.23995,0.51135,0.34223,0.36211,0.21825,0.96735,1.79113,1.23702,0.00385,0,0.000456863,0.000456863,0.000456863
43,5186.74,0.98662,1.5552,1.04609,0.00278,0.93131,0.5727,0.40606,0.39796,0.26067,0.6112,0.34991,0.38524,0.23191,0.95617,1.72779,1.14428,0.00382,0,0.00044925,0.00044925,0.00044925
44,5303.47,0.94479,1.46398,1.00508,0.00272,0.89524,0.58125,0.40328,0.39802,0.25667,0.57436,0.38721,0.38448,0.23164,0.9547,1.73909,1.11296,0.0038,0,0.000441637,0.000441637,0.000441637
45,5420.39,0.94852,1.51439,1.00082,0.00269,0.9206,0.53472,0.42035,0.42352,0.27529,0.57985,0.3957,0.40453,0.23917,0.94635,1.74763,1.12159,0.00373,0,0.000434024,0.000434024,0.000434024
46,5537.23,0.95913,1.50154,0.94847,0.00268,0.86365,0.49714,0.39821,0.39203,0.25497,0.49727,0.38748,0.38276,0.22688,0.94723,1.80008,1.14779,0.00377,0,0.000426411,0.000426411,0.000426411
47,5654.1,0.95162,1.53311,0.97231,0.00275,0.88427,0.47423,0.40156,0.396,0.26061,0.46615,0.39398,0.3884,0.23159,0.93575,1.77153,1.18361,0.00371,0,0.000418797,0.000418797,0.000418797
48,5770.32,0.95862,1.52522,0.9943,0.00276,0.89963,0.54995,0.37686,0.41223,0.26274,0.52953,0.37109,0.39508,0.23857,0.96736,1.75603,1.09693,0.00385,0,0.000411184,0.000411184,0.000411184
49,5886.72,0.96435,1.50637,0.96369,0.00276,0.85782,0.35852,0.43613,0.39024,0.24548,0.34913,0.42499,0.37599,0.21694,0.95144,1.75837,1.14389,0.00375,0,0.000403571,0.000403571,0.000403571
50,6003.86,0.95061,1.51099,0.97972,0.00269,0.88417,0.68258,0.41964,0.42935,0.27599,0.7184,0.38361,0.41781,0.24577,0.94568,1.78043,1.12175,0.00375,0,0.000395958,0.000395958,0.000395958
51,6121.24,0.96678,1.50913,0.96928,0.00275,0.8363,0.60087,0.43861,0.43688,0.27967,0.61709,0.41875,0.4373,0.25495,0.95962,1.78484,1.10411,0.00376,0,0.000388345,0.000388345,0.000388345
52,6237.43,0.96476,1.53269,0.93492,0.00278,0.85675,0.41095,0.46546,0.43498,0.27977,0.40357,0.45236,0.42541,0.24411,0.96998,1.77832,1.12073,0.00383,0,0.000380732,0.000380732,0.000380732
53,6353.95,0.94772,1.45993,0.91824,0.00272,0.88738,0.60173,0.41185,0.41178,0.26861,0.58955,0.40026,0.39951,0.23794,0.95073,1.79137,1.12472,0.00375,0,0.000373119,0.000373119,0.000373119
54,6470.41,0.94281,1.44403,0.93948,0.00268,0.84987,0.56474,0.39513,0.40737,0.26796,0.57241,0.38318,0.4023,0.23698,0.95242,1.81618,1.11473,0.00379,0,0.000365506,0.000365506,0.000365506
55,6588.6,0.9437,1.43947,0.92288,0.00268,0.85194,0.37467,0.50646,0.42971,0.26646,0.37128,0.49954,0.41809,0.23944,0.95999,1.80159,1.11718,0.0038,0,0.000357893,0.000357893,0.000357893
56,6707.82,0.94159,1.45835,0.91042,0.00256,0.85127,0.56928,0.43757,0.42423,0.26894,0.56079,0.42996,0.41567,0.23801,0.97587,1.78789,1.1408,0.0039,0,0.00035028,0.00035028,0.00035028
57,6827.81,0.93064,1.40423,0.90191,0.00263,0.821,0.49388,0.41908,0.41572,0.271,0.48374,0.41145,0.40342,0.24263,0.94212,1.83181,1.13361,0.00371,0,0.000342666,0.000342666,0.000342666
58,6947.94,0.91993,1.42611,0.91545,0.00266,0.82383,0.60438,0.40095,0.41313,0.26857,0.61797,0.4009,0.40506,0.24044,0.94174,1.79135,1.11629,0.00374,0,0.000335053,0.000335053,0.000335053
59,7068.13,0.94994,1.48143,0.91808,0.00264,0.86267,0.53532,0.43363,0.43027,0.27446,0.52869,0.43163,0.42045,0.24988,0.96135,1.80303,1.11462,0.00377,0,0.00032744,0.00032744,0.00032744
60,7188.71,0.93961,1.43711,0.88645,0.00257,0.8348,0.38549,0.42563,0.41629,0.27161,0.38074,0.417,0.40448,0.23574,0.95659,1.8072,1.09071,0.00377,0,0.000319827,0.000319827,0.000319827
61,7308.35,0.92127,1.43676,0.89305,0.00265,0.79689,0.63223,0.42895,0.43895,0.28951,0.62231,0.42068,0.42626,0.25777,0.94703,1.78283,1.08965,0.00375,0,0.000312214,0.000312214,0.000312214
62,7428.79,0.93919,1.42577,0.87466,0.00261,0.78172,0.61522,0.43116,0.42586,0.27729,0.61073,0.41962,0.41314,0.25004,0.94329,1.84728,1.12454,0.00372,0,0.000304601,0.000304601,0.000304601
63,7549.23,0.9157,1.40448,0.84463,0.00256,0.76293,0.40453,0.47775,0.44631,0.29081,0.40111,0.47116,0.43832,0.25597,0.94137,1.79557,1.08298,0.00374,0,0.000296988,0.000296988,0.000296988
64,7669.58,0.89846,1.35694,0.82333,0.00257,0.75979,0.62435,0.40584,0.40786,0.26211,0.6583,0.3781,0.40205,0.23482,0.94268,1.81593,1.11003,0.00373,0,0.000289375,0.000289375,0.000289375
65,7789.45,0.91891,1.43,0.87063,0.00265,0.8007,0.39215,0.43862,0.4316,0.27256,0.50699,0.41829,0.41575,0.2399,0.94477,1.79672,1.08512,0.00371,0,0.000281762,0.000281762,0.000281762
66,7909.09,0.91697,1.39726,0.85884,0.00259,0.8031,0.49514,0.48557,0.4646,0.28804,0.49104,0.48211,0.45299,0.25677,0.94924,1.80721,1.0849,0.00376,0,0.000274148,0.000274148,0.000274148
67,8028.76,0.89404,1.37117,0.82942,0.00249,0.7555,0.38246,0.40228,0.40472,0.26249,0.37539,0.39962,0.3997,0.2336,0.95164,1.87403,1.09583,0.00375,0,0.000266535,0.000266535,0.000266535
68,8147.94,0.90093,1.3575,0.8034,0.0025,0.71915,0.61256,0.44538,0.419,0.27228,0.60211,0.43686,0.40388,0.23915,0.93525,1.80403,1.09252,0.0037,0,0.000258922,0.000258922,0.000258922
69,8267.9,0.92475,1.38028,0.80993,0.00254,0.73921,0.4871,0.41237,0.40412,0.26177,0.4788,0.39384,0.38889,0.23175,0.93963,1.82003,1.11726,0.00371,0,0.000251309,0.000251309,0.000251309
70,8386.22,0.89809,1.37576,0.80796,0.00258,0.72757,0.48878,0.44955,0.41973,0.26616,0.47638,0.43269,0.41403,0.23796,0.93654,1.85205,1.11323,0.00368,0,0.000243696,0.000243696,0.000243696
71,8505.72,0.91005,1.36256,0.81609,0.00256,0.74592,0.50341,0.41886,0.40398,0.26372,0.49895,0.43121,0.40201,0.2377,0.9403,1.83608,1.10042,0.0037,0,0.000236083,0.000236083,0.000236083
72,8625.3,0.90743,1.34934,0.79314,0.00247,0.70412,0.43946,0.44964,0.43824,0.26803,0.44517,0.44367,0.42446,0.23826,0.9475,1.89794,1.17733,0.0037,0,0.00022847,0.00022847,0.00022847
73,8743.97,0.9084,1.32135,0.78535,0.00251,0.69734,0.56367,0.46632,0.43259,0.27293,0.55228,0.45585,0.41581,0.24214,0.94345,1.84707,1.12558,0.00371,0,0.000220857,0.000220857,0.000220857
74,8863.08,0.88533,1.31503,0.76015,0.00239,0.69072,0.387,0.48468,0.42212,0.27711,0.36594,0.46192,0.40348,0.24076,0.92748,1.88918,1.14347,0.00364,0,0.000213244,0.000213244,0.000213244
75,8982.04,0.89416,1.32777,0.76981,0.00238,0.74178,0.38481,0.43314,0.43321,0.28389,0.39828,0.42881,0.42266,0.24903,0.92979,1.87171,1.10833,0.00367,0,0.000205631,0.000205631,0.000205631
76,9101.07,0.86378,1.30061,0.76133,0.0024,0.67659,0.45192,0.46135,0.45291,0.28718,0.43836,0.45141,0.43038,0.24569,0.95066,1.86021,1.09824,0.00374,0,0.000198018,0.000198018,0.000198018
77,9220.59,0.93048,1.37995,0.7754,0.00255,0.72637,0.44284,0.47727,0.43137,0.27736,0.43741,0.46333,0.42071,0.24502,0.9475,1.89163,1.101,0.00373,0,0.000190404,0.000190404,0.000190404
78,9340.61,0.87257,1.30532,0.75124,0.00242,0.67322,0.46659,0.48983,0.46409,0.29374,0.45237,0.47575,0.45823,0.25157,0.93521,1.86122,1.10382,0.00367,0,0.000182791,0.000182791,0.000182791
79,9460.85,0.87456,1.27769,0.72322,0.00246,0.66596,0.36963,0.48929,0.43738,0.27745,0.53723,0.41561,0.43613,0.25115,0.94527,1.88997,1.09466,0.00375,0,0.000175178,0.000175178,0.000175178
80,9581.33,0.88094,1.31561,0.77604,0.00246,0.67458,0.4554,0.42052,0.43118,0.27406,0.44098,0.41112,0.42519,0.24758,0.9412,1.87257,1.10479,0.00368,0,0.000167565,0.000167565,0.000167565
81,9702.23,0.86107,1.27512,0.71703,0.00226,0.66422,0.47766,0.44017,0.43684,0.27683,0.44983,0.45124,0.42329,0.24486,0.94467,1.91435,1.14313,0.00375,0,0.000159952,0.000159952,0.000159952
82,9822.49,0.83383,1.24556,0.71268,0.00234,0.60815,0.53618,0.4132,0.4226,0.27476,0.53327,0.41049,0.41096,0.24453,0.93999,1.91284,1.10795,0.00369,0,0.000152339,0.000152339,0.000152339
83,9942.93,0.87149,1.29635,0.70494,0.00241,0.64857,0.43374,0.46776,0.42704,0.27628,0.43361,0.4541,0.41739,0.24144,0.94703,1.92043,1.08555,0.00372,0,0.000144726,0.000144726,0.000144726
84,10063.5,0.86466,1.28211,0.71142,0.00234,0.65055,0.41394,0.49,0.43946,0.28251,0.41039,0.48405,0.43077,0.25024,0.93989,1.88725,1.08866,0.00368,0,0.000137113,0.000137113,0.000137113
85,10183.3,0.8518,1.25081,0.68377,0.00224,0.62586,0.54337,0.42922,0.42539,0.27938,0.54968,0.42241,0.41867,0.24532,0.9286,1.89884,1.08884,0.00363,0,0.0001295,0.0001295,0.0001295
86,10303.3,0.88059,1.2559,0.70157,0.00232,0.62148,0.40277,0.50853,0.43396,0.28493,0.39135,0.49463,0.42009,0.24987,0.92771,1.90172,1.08197,0.00363,0,0.000121887,0.000121887,0.000121887
87,10422.5,0.84175,1.23607,0.67806,0.00228,0.59921,0.43014,0.42223,0.43344,0.2804,0.54462,0.40691,0.4218,0.25126,0.94852,1.93385,1.10123,0.00373,0,0.000114273,0.000114273,0.000114273
88,10542,0.82606,1.20485,0.67008,0.0022,0.60635,0.53222,0.42927,0.43723,0.28091,0.5488,0.40552,0.42388,0.25037,0.94806,1.94356,1.08595,0.00372,0,0.00010666,0.00010666,0.00010666
89,10661.8,0.84273,1.25408,0.67361,0.0023,0.58878,0.41258,0.43824,0.43625,0.2815,0.40392,0.42998,0.4259,0.25321,0.94574,1.92165,1.10846,0.00371,0,9.90472e-05,9.90472e-05,9.90472e-05
90,10781.7,0.86132,1.23638,0.66595,0.00224,0.62391,0.53355,0.43944,0.43641,0.28475,0.535,0.4388,0.43093,0.25382,0.93576,1.90607,1.11134,0.00367,0,9.14341e-05,9.14341e-05,9.14341e-05
91,10907.8,0.82401,1.25921,0.63026,0.00258,0.42517,0.44876,0.47472,0.44046,0.28274,0.47554,0.44741,0.43438,0.24846,0.94285,1.91598,1.17315,0.00371,0,8.3821e-05,8.3821e-05,8.3821e-05
92,11029,0.81864,1.24952,0.61098,0.00257,0.4175,0.46454,0.47437,0.44485,0.28479,0.46445,0.46289,0.43102,0.24965,0.95197,1.95023,1.14459,0.00373,0,7.62079e-05,7.62079e-05,7.62079e-05
93,11150.8,0.7935,1.18434,0.60284,0.00248,0.39884,0.46949,0.48072,0.45028,0.28675,0.44471,0.4796,0.43817,0.2489,0.95052,1.94525,1.13892,0.0037,0,6.85948e-05,6.85948e-05,6.85948e-05
94,11272.9,0.80739,1.20759,0.61139,0.00251,0.39759,0.47921,0.46783,0.45438,0.28804,0.46433,0.45624,0.4415,0.25459,0.94801,1.92495,1.11461,0.00372,0,6.09817e-05,6.09817e-05,6.09817e-05
95,11392.8,0.78354,1.19317,0.56267,0.00251,0.38205,0.58563,0.46551,0.45921,0.28976,0.57687,0.46079,0.44891,0.25493,0.94954,1.93647,1.11371,0.00371,0,5.33686e-05,5.33686e-05,5.33686e-05
96,11513.2,0.78945,1.19783,0.58392,0.00246,0.37936,0.59651,0.45589,0.45282,0.2883,0.5924,0.44527,0.43991,0.25319,0.95001,1.95401,1.143,0.00372,0,4.57555e-05,4.57555e-05,4.57555e-05
97,11632.9,0.79998,1.18403,0.57463,0.00246,0.36818,0.49225,0.45751,0.45287,0.28937,0.49543,0.44423,0.44129,0.25325,0.95126,1.96677,1.10598,0.00372,0,3.81424e-05,3.81424e-05,3.81424e-05
98,11754.1,0.76481,1.15085,0.54997,0.00241,0.36916,0.43025,0.51236,0.45696,0.28923,0.48179,0.40989,0.44634,0.25475,0.94753,1.96871,1.11646,0.00371,0,3.05293e-05,3.05293e-05,3.05293e-05
99,11874.6,0.75787,1.13554,0.54274,0.00238,0.3663,0.40277,0.50855,0.45194,0.28794,0.39781,0.49205,0.44426,0.25204,0.95145,1.96897,1.11242,0.00372,0,2.29162e-05,2.29162e-05,2.29162e-05
100,11991.1,0.77479,1.18199,0.57066,0.00248,0.38568,0.42127,0.50212,0.4503,0.28652,0.40672,0.44426,0.43919,0.25134,0.9486,1.97205,1.12017,0.00371,0,1.53031e-05,1.53031e-05,1.53031e-05
